candidate,line_role,line_order,lookback,r2_threshold,r2_label,r2_execution_threshold,switch_buffer,buffer_label,entry_fraction,entry_label,target_vol,target_vol_label,vol_window,max_lev,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_scale_effective,avg_scale_next,avg_exposure_effective,avg_final_exposure,scale_change_days,avg_realized_vol,reason
lb_28_r2_none_buf_1p15_entry_0p25_no_tv,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,,no_tv,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10629936351207303,0.2048704915429674,-0.29479232237902786,0.5957192001622582,220.0,412.0,0.366,366.0,0.9095394736842105,0.7809416118421053,1.0,1.0,0.780530427631579,0.7809416118421053,0.0,,
lb_28_r2_none_buf_1p15_entry_0p25_no_tv,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,,no_tv,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_no_tv,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,,no_tv,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.054864473189959906,0.19594727377270932,-0.262192468909514,0.37086687328461854,91.0,230.0,0.20375,203.75,0.9277777777777778,0.7956349206349206,1.0,1.0,0.7950396825396825,0.7956349206349206,0.0,,
lb_28_r2_none_buf_1p15_entry_0p25_no_tv,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,,no_tv,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.05722962365315776,0.19387572181042365,-0.26219246890951364,0.38443267885736865,51.0,143.0,0.12625,126.25,0.9325396825396826,0.808531746031746,1.0,1.0,0.8075396825396826,0.808531746031746,0.0,,
lb_28_r2_none_buf_1p15_entry_0p25_no_tv,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,,no_tv,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.11112490020721,0.1887072110666986,-0.21356653470205,-0.5286289433411333,12.0,49.0,0.043500000000000004,43.5,0.9523809523809523,0.8184523809523809,1.0,1.0,0.8184523809523809,0.8184523809523809,0.0,,
lb_28_r2_none_buf_1p15_entry_0p25_tv15,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.15,tv15,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08165782588617532,0.16161430828233997,-0.2664389532184389,0.5666523245848142,220.0,2122.0,0.3047839960655678,304.7839960655678,0.9095394736842105,0.7809416118421053,0.8075124392634369,0.8076671617807377,0.6325832563617261,0.6331491630895535,107.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv15,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.15,tv15,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv15,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.15,tv15,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03628756919989584,0.15646402647376895,-0.26643895321844024,0.30613692355581873,91.0,1150.0,0.17140419466320989,171.40419466320986,0.9277777777777778,0.7956349206349206,0.8020507314749298,0.8027433435199259,0.638361062171529,0.6393534325411564,54.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv15,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.15,tv15,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.021817117638247785,0.15391393102997838,-0.2664389532184388,0.21743508687700094,51.0,695.0,0.10779874175909533,107.79874175909535,0.9325396825396826,0.808531746031746,0.8128208953708855,0.8138638347067991,0.6563486686073734,0.657974765705316,34.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv15,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.15,tv15,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.13852007297033941,0.13643861808566157,-0.2127467035506484,-1.023714588282663,12.0,234.0,0.03790809213750791,37.90809213750792,0.9523809523809523,0.8184523809523809,0.815007465415351,0.8177456805483849,0.6579474273920208,0.6606856425250547,9.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv18,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.18,tv18,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.09384678651654776,0.1919892557003336,-0.3005424973897517,0.5633856670391223,220.0,2128.0,0.3628452216177873,362.84522161778733,0.9095394736842105,0.7809416118421053,0.9604305694481734,0.9606361615534366,0.7542902499089739,0.7549070262247634,118.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv18,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.18,tv18,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv18,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.18,tv18,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03963609313213934,0.18665207477435383,-0.30054249738975114,0.3017022271347229,91.0,1150.0,0.20525559837233542,205.25559837233538,0.9277777777777778,0.7956349206349206,0.9614071339871381,0.9621179968582039,0.7657137908299183,0.7667843636905417,58.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv18,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.18,tv18,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.02257639104379172,0.1837763669252687,-0.30054249738975203,0.21371596144074184,51.0,695.0,0.1292342773511384,129.23427735113842,0.9325396825396826,0.808531746031746,0.9763923276118659,0.9773883623549491,0.7890153231390198,0.790752427062886,36.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv18,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.18,tv18,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.15862093919490083,0.16150215680578345,-0.24184697112252462,-0.9874926107494694,12.0,234.0,0.044861447838155745,44.86144783815574,0.9523809523809523,0.8184523809523809,0.9706368028462062,0.9733213030911999,0.785075946023508,0.7877604462685016,8.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv20,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.2,tv20,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10376333194784793,0.21196236433769725,-0.31128880049150975,0.5719395654427732,220.0,2128.0,0.39990226432832365,399.9022643283236,0.9095394736842105,0.7809416118421053,1.0581369397392368,1.0583425318445003,0.8325283208563163,0.8331450971721058,128.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv20,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.2,tv20,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv20,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.2,tv20,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04556747679056938,0.20603886438338248,-0.3112888004915093,0.31942170521057867,91.0,1151.0,0.22657462182764432,226.5746218276443,0.9277777777777778,0.7956349206349206,1.0621537703307136,1.062811342832956,0.8462236266435904,0.8472808769120082,65.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv20,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.2,tv20,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.03249664909479555,0.2037509026552715,-0.311288800491509,0.2591820518382402,51.0,696.0,0.14331543750011394,143.31543750011392,0.9325396825396826,0.808531746031746,1.081998931960975,1.082989027658702,0.8751354604202242,0.8768710795827509,41.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv20,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.2,tv20,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.1577040150694483,0.17630017487771696,-0.2548758397216401,-0.8842239183860703,12.0,234.0,0.04868547777677279,48.685477776772785,0.9523809523809523,0.8184523809523809,1.050908083635731,1.0532294860243483,0.8516602428212001,0.8539816452098178,11.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv22,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.22,tv22,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11107119656104492,0.22851541350088714,-0.3239998676611372,0.5754146255216107,220.0,2128.0,0.43192232976834877,431.92232976834873,0.9095394736842105,0.7809416118421053,1.1427986460862642,1.142976775842543,0.89841603458717,0.8990053485539753,122.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv22,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.22,tv22,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv22,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.22,tv22,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04983705000311622,0.22245168975636545,-0.3239998676611372,0.33005383159984325,91.0,1150.0,0.24394724542415805,243.94724542415804,0.9277777777777778,0.7956349206349206,1.1463312496535718,1.1468825250943482,0.913048374746949,0.9140392957305183,62.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv22,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.22,tv22,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04145484982029912,0.22075582218710355,-0.3239998676611371,0.29480687308461695,51.0,695.0,0.15447358432190256,154.47358432190254,0.9325396825396826,0.808531746031746,1.1648161895935225,1.1655694251948348,0.9418284762406407,0.9434386220132608,42.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv22,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.22,tv22,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.16018349137753596,0.19023433502007775,-0.2593751480980383,-0.8213312990018377,12.0,234.0,0.05124945917357821,51.24945917357821,0.9523809523809523,0.8184523809523809,1.1125285942669196,1.1142218653359477,0.9041664538278041,0.9058597248968322,9.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv25,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.25,tv25,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.11896350779743625,0.2505116817146494,-0.33619245995898694,0.5742682069631149,220.0,2128.0,0.4704627276381854,470.46272763818536,0.9095394736842105,0.7809416118421053,1.2454988120416952,1.2456831420518653,0.9787232045580898,0.9793187187787862,102.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv25,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.25,tv25,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv25,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.25,tv25,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.05464304899023187,0.24382560334709535,-0.33619245995898595,0.34041083654037013,91.0,1150.0,0.26535008287135553,265.35008287135554,0.9277777777777778,0.7956349206349206,1.2537292455038498,1.2542125528655683,0.997881409897402,0.9988643144668397,50.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv25,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.25,tv25,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.060472555486031254,0.24253257685459087,-0.3361924599589866,0.3638827972192538,51.0,695.0,0.16752438785449442,167.52438785449442,0.9325396825396826,0.808531746031746,1.2710896749875413,1.27168033168143,1.02692117059213,1.0285056309806155,30.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv25,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.25,tv25,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.161936536033508,0.21122569686139941,-0.26754030737537393,-0.7292527950042769,12.0,234.0,0.05473842682538761,54.73842682538761,0.9523809523809523,0.8184523809523809,1.200889308466129,1.2020977701214786,0.9775337116387305,0.9787421732940801,8.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv28,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.28,tv28,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.12431994213633923,0.2678369345784819,-0.35677187505790564,0.571785628126236,220.0,2127.0,0.5002259749211413,500.2259749211414,0.9095394736842105,0.7809416118421053,1.3273791391761354,1.3275847312813986,1.0435266727564407,1.0441434490722303,74.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv28,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.28,tv28,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv28,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.28,tv28,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.059213261383480154,0.261026301659753,-0.3567718750579052,0.3513147218291181,91.0,1150.0,0.28204839925386765,282.0483992538677,0.9277777777777778,0.7956349206349206,1.3406142515262767,1.3410586625532255,1.0676818991046493,1.0686858590042436,39.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv28,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.28,tv28,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.062296847244121656,0.258527657517582,-0.3567718750579052,0.36372007992874755,51.0,695.0,0.17676337169118722,176.76337169118722,0.9325396825396826,0.808531746031746,1.3504471689507582,1.3509936376310119,1.0917967351516173,1.093421447559776,25.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv28,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.28,tv28,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.16798526592677065,0.23338792716319443,-0.2802053373901081,-0.6694506579252487,12.0,234.0,0.058991092259404125,58.99109225940413,0.9523809523809523,0.8184523809523809,1.3000571522593147,1.3012402256771067,1.0589826230166204,1.0601656964344122,7.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv30,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.3,tv30,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.13146130626634878,0.2772092880177794,-0.376036648234669,0.5844995911974076,220.0,2128.0,0.5148393807944136,514.8393807944136,0.9095394736842105,0.7809416118421053,1.3662893423103137,1.3664801179443593,1.0738452401893246,1.0744472000338967,66.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv30,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.3,tv30,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv30,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.3,tv30,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06253513107483522,0.2682357572539915,-0.35844952086460335,0.3606872290987888,91.0,1150.0,0.2875940077128697,287.5940077128697,0.9277777777777778,0.7956349206349206,1.3705771841044863,1.370939706621341,1.0909573811086635,1.091919420274781,34.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv30,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.3,tv30,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06543003246902268,0.26524040975189966,-0.358449520864605,0.3722939276333883,51.0,695.0,0.17961069394120474,179.61069394120472,0.9325396825396826,0.808531746031746,1.3757699324597583,1.3761660476923792,1.1108756149544439,1.1124269913241056,21.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv30,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.3,tv30,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.16065375194522058,0.24507927946333302,-0.2765331759633267,-0.5901130553093258,12.0,234.0,0.06047895592301545,60.47895592301545,0.9523809523809523,0.8184523809523809,1.3400430372294763,1.3407424551170142,1.0924019132748197,1.0931013311623579,7.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p25_tv35,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.35,tv35,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.13755665743690915,0.2942358996521488,-0.40196301459378514,0.5855169829860859,220.0,2128.0,0.5412722120924134,541.2722120924134,0.9095394736842105,0.7809416118421053,1.4352737375529083,1.4354793296581716,1.126368170525955,1.1269849468417443,36.0,0.19971881565213231,
lb_28_r2_none_buf_1p15_entry_0p25_tv35,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.35,tv35,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_tv35,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.35,tv35,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06702574471800427,0.2860915449481914,-0.3846791974888747,0.3704404692993131,91.0,1151.0,0.3036935494426032,303.69354944260317,0.9277777777777778,0.7956349206349206,1.4545733625010087,1.4548312572370754,1.1569662802829108,1.1579236111097846,16.0,0.19861291454271002,
lb_28_r2_none_buf_1p15_entry_0p25_tv35,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.35,tv35,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06604389127687527,0.2851277881901311,-0.38467919748887525,0.36785638674842536,51.0,695.0,0.19015973290121296,190.15973290121298,0.9325396825396826,0.808531746031746,1.467956664459333,1.4680958179275645,1.1843021557424573,1.1858250393476106,6.0,0.19341519502675253,
lb_28_r2_none_buf_1p15_entry_0p25_tv35,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,0.35,tv35,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.18162112789268292,0.2748324672433376,-0.3005362632093467,-0.5890621889901775,12.0,234.0,0.06525665437170766,65.25665437170765,0.9523809523809523,0.8184523809523809,1.4491608452334477,1.4492494028650134,1.1826203411744332,1.182708898805999,5.0,0.20165451210980362,
lb_28_r2_none_buf_1p15_entry_0p75_no_tv,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,,no_tv,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.112666551982606,0.2156223279852574,-0.30365423480543297,0.603199649462924,220.0,412.0,0.388,388.0,0.9095394736842105,0.8666735197368421,1.0,1.0,0.8662623355263158,0.8666735197368421,0.0,,
lb_28_r2_none_buf_1p15_entry_0p75_no_tv,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,,no_tv,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_no_tv,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,,no_tv,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.04629228131268537,0.2091355122100833,-0.3011060615433433,0.32136005729290035,91.0,230.0,0.21725,217.25,0.9277777777777778,0.8837301587301587,1.0,1.0,0.883531746031746,0.8837301587301587,0.0,,
lb_28_r2_none_buf_1p15_entry_0p75_no_tv,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,,no_tv,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.020448913047014017,0.2086167628010162,-0.30110606154334185,0.20193703352050713,51.0,143.0,0.13275,132.75,0.9325396825396826,0.8912037037037037,1.0,1.0,0.8908730158730159,0.8912037037037037,0.0,,
lb_28_r2_none_buf_1p15_entry_0p75_no_tv,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,,no_tv,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.1818065163416056,0.19871970508501438,-0.2691977327287638,-0.9087714565478343,12.0,49.0,0.0465,46.5,0.9523809523809523,0.9077380952380952,1.0,1.0,0.9077380952380952,0.9077380952380952,0.0,,
lb_28_r2_none_buf_1p15_entry_0p75_tv15,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.15,tv15,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.08475957845888304,0.16086772830315937,-0.2722895679550238,0.5863658190630188,220.0,2125.0,0.30439955748364134,304.3995574836413,0.9095394736842105,0.8666735197368421,0.7691502854746213,0.7692482116607716,0.6673365584421775,0.667845668838854,95.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv15,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.15,tv15,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv15,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.15,tv15,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.032680205377284555,0.15563314402957856,-0.27228956795502424,0.28457422362466805,91.0,1151.0,0.1717343663866575,171.73436638665748,0.9277777777777778,0.8837301587301587,0.7584692868185026,0.7590657875913994,0.6711568894857773,0.67184993103464,44.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv15,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.15,tv15,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.003931571788784671,0.15376356059041102,-0.2722895679550238,0.10267950863996349,51.0,695.0,0.10640964451397886,106.40964451397885,0.9325396825396826,0.8912037037037037,0.767246425140688,0.7681194816252266,0.6840114643518715,0.6850756999972588,27.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv15,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.15,tv15,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.18502211631147658,0.13672060101561695,-0.24649665390232678,-1.4269591680207538,12.0,234.0,0.03832560628925692,38.32560628925692,0.9523809523809523,0.9077380952380952,0.7644186261791112,0.7668369819422963,0.6824483979095091,0.6848667536726942,8.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv18,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.18,tv18,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.09895995065334007,0.1916802082844806,-0.32183524962270094,0.5883645472446448,220.0,2128.0,0.3637373804893616,363.73738048936156,0.9095394736842105,0.8666735197368421,0.9163683544380277,0.9165681027035134,0.7962976956754155,0.7969086281514274,110.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv18,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.18,tv18,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p75_tv18,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.18,tv18,80,1.5,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03568609334136852,0.18704085088029004,-0.3218352496227015,0.28117456487908965,91.0,1150.0,0.20610730444320927,206.10730444320927,0.9277777777777778,0.8837301587301587,0.9103740146415351,0.9110898155690113,0.8055601998810832,0.8063918497397183,56.0,0.21107316218309963,
lb_28_r2_none_buf_1p15_entry_0p75_tv18,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.18,tv18,80,1.5,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.0007405819982609918,0.1849081750752766,-0.32183524962270105,0.08884969214853404,51.0,695.0,0.12806268013807634,128.06268013807633,0.9325396825396826,0.8912037037037037,0.920658479107453,0.9216850038528126,0.8212070498203607,0.8224682753177605,36.0,0.20736390467500093,
lb_28_r2_none_buf_1p15_entry_0p75_tv18,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.18,tv18,80,1.5,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.2203289619144284,0.1640332320969867,-0.28974271064615864,-1.433759825435289,12.0,234.0,0.04604734398984415,46.047343989844144,0.9523809523809523,0.9077380952380952,0.9189493554630807,0.9218513823789029,0.8206680544768505,0.8235700813926727,10.0,0.214042295372752,
lb_28_r2_none_buf_1p15_entry_0p75_tv20,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.2,tv20,80,1.5,full,Full,2016-12-30,2007-01-04,2432.0,0.10542309977156417,0.21058990009993664,-0.3376332153263605,0.5815029542861784,220.0,2128.0,0.39929919959976634,399.2991995997663,0.9095394736842105,0.8666735197368421,1.0061116453098646,1.006317237415128,0.875464074803925,0.8760808511197145,113.0,0.21036252148572976,
lb_28_r2_none_buf_1p15_entry_0p75_tv20,return_watch_line_r2_removed,1,28,,none,0.0,1.15,1p15,0.75,0p75,0.2,tv20,80,1.5,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
